Name,Location,Category,Bio URL,Since Date,Description,Image URL,Tags,Latitude,Longitude,Status,Video
Matt Coulter,"Belfast, United Kingdom",AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/matt-coulter/?did=dh_card&trk=dh_card,Hero since 2020,"Matt is a Technical Architect for Liberty IT in Belfast, Northern Ireland. He is focused on…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/matt-coulter.9206502c4345eff4334f273b18ca420385aaaf05.png,"Europe, Middle East, & Africa|AWS DevTools Hero|2020|Conference Speaker|Open Source Contributor|Blogger",54.5975804,-5.9277097,,
Matt Lewis,"Swansea, United Kingdom",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/matt-lewis/?did=dh_card&trk=dh_card,Hero since 2019,"Matt Lewis is Chief AWS Architect at IBM UK, where he is growing the AWS capability...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/matt-lewis-circular-headshot.f8dcf36ef93d5fbae7548392fbbcc4f23ed7d97e.png,"Europe, Middle East, & Africa|Meetup Organizer|2019|Blogger|AWS Data Hero|Technical Author",51.6195955,-3.9459248,,
Matthew Bonig,"Denver, USA",AWS DevTools Hero,https://aws.amazon.com/developer/community/heroes/matthew-bonig/?did=dh_card&trk=dh_card,Hero since 2020,"Matthew Bonig is a consultant at Defiance Digital, specializing in the software development lifecycle...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/matthew-bonig.58d1cb8ac439e06c1a36def45e1e0689fa8f3cf0.png,Americas|AWS DevTools Hero|2020|Meetup Organizer|North America|Open Source Contributor|Technical Author|Blogger,39.7392364,-104.984862,,
Matthieu Napoli,"Lyon, France",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/matthieu-napoli/?did=dh_card&trk=dh_card,Hero since 2020,Matthieu is a software engineer passionate about helping developers to create...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/matthieu-napoli.e85872eb922483cd51b86ea71936cd5326654f37.png,"Trainer / Educator|2020|Europe, Middle East, & Africa|AWS Serverless Hero|Conference Speaker|Blogger|Technical Author|Open Source Contributor",45.7578137,4.8320114,,
Mayank Pandey,"Melbourne, Australia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/mayank-pandey/?did=dh_card&trk=dh_card,Hero since 2022,"Mayank Pandey is a cloud architect & teacher, helping both small and large organizations…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/mayank-pandey.a0be28b0f64030e0b108fb9b2d0ac0462e443091.png,AWS Community Hero|Asia Pacific|Trainer / Educator|2022|Technical Author,-37.8142454,144.9631732,,
Michael Ezzell,"Cincinnati, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/michael-ezzell/?did=dh_card&trk=dh_card,Hero since 2017,"Michael is a frequent contributor of detailed, in-depth solutions to questions spanning...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/michaele-headshotcircle-100px.6db7915446a4ea7b3d14d05c35410fc67aed7757.png,AWS Community Hero|Americas|Conference Speaker|North America|2017|Blogger|Technical Author|Open Source Contributor,39.1014537,-84.5124602,,
Michael Walmsley,"Melbourne, Australia",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/michael-walmsley/?did=dh_card&trk=dh_card,Hero since 2023,Michael is a Lead Technology Architect in the myWizard ...,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/walmsley-headshot-modified.8f5ed41d85c0db56f58d9f160018482dcceec8ee.png,2023|Asia Pacific|Conference Speaker|AWS Serverless Hero|Australia|Meetup Organizer|Australia & New Zealand|apac,-37.8142454,144.9631732,Next up,
Mike Fiedler,"New York, USA",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/mike-fiedler/?did=dh_card&trk=dh_card,Hero since 2018,"Mike is over two decades into this mess called ""work"", and has worked with a staggering...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/mikef-headshotcircle-100px.90e7ea499e49569e48cd2c9d34a4ce411fa37a7c.png,Americas|Trainer / Educator|Conference Speaker|AWS Container Hero|North America|Open Source Contributor|2018,40.7269813,-73.7093369,Next up,
Mikey Fan,"Beijing, China",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/mikey-fan/?did=dh_card&trk=dh_card,Hero since 2023,Mikey is a Cloud-native Application Architect and SDN Developer ...,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/mikey-modified.0931fe108298908895b3df9ef50d80f711cd17a3.png,Mainland China (Beijing)|AWS Community Hero|2023|Asia Pacific|Conference Speaker|Blogger|apac|Open Source Contributor,40.190632,116.412144,,
Minoru Onda,"Tokyo, Japan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/minoru-onda/?did=dh_card&trk=dh_card,Hero since 2024,Minoru Onda is a Technology Evangelist at KDDI Agile Development Center Corporation (KAG)....,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/q3/minoru_onda_100.8075f0f179fa38e32936e7ec65b4bc887defc971.png,AWS Community Hero|2024|Blogger|Conference Speaker|Meetup Organizer|Technical Author|apac|Japan|Asia Pacific,35.6768601,139.7638947,,
Monica Colangelo,"Milan, Italy",AWS Dev Tools Hero,https://aws.amazon.com/developer/community/heroes/monica-colangelo/?did=dh_card&trk=dh_card,Hero since 2023,Monica is a technology leader and cloud expert with a strong technical foundation built over two decades in IT ...,https://d1.awsstatic.com/getting-started-guides/hero-images-2025/monica2025-100.6f2f2a9507cd5646120ac963a8c3fc77680f5b85.png,"AWS DevTools Hero|2023|Europe, Middle East, & Africa|Italy|2023|Blogger|emea",45.4641943,9.1896346,Next up,
Namrata Shah,"New York, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/namrata-shah/?did=dh_card&trk=dh_card,Hero since 2020,Namrata Shah is a PwC Advisory Managing Director in the Microsoft Practice...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/namrata-shah.07fedef7dd456c08c23dfa34d7680e18010cb506.png,Americas|AWS Community Hero|Trainer / Educator|2020|North America|Technical Author,40.7269813,-73.7093369,,
Nana Janashia,"Vienna, Austria",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/nana-janashia/?did=dh_card&trk=dh_card,Hero since 2021,Nana Janashia is a DevOps consultant and trainer. She started the ‘Techworld with Nana’…...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/nana-janashia.bacc9c80641e9d8feba01d09a34eb59561114b3e.png,"Trainer / Educator|Europe, Middle East, & Africa|Conference Speaker|AWS Container Hero|2021|Technical Author|Blogger",48.2083537,16.3725042,Next up,
Nathan Glover,"Perth, Australia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/nathan-glover/?did=dh_card&trk=dh_card,Hero since 2019,"Nathan is a Platform Engineer at First Mode in Perth, Western Australia. Prior to that…...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/lathanglover-headshotcircle-100px.f3fa99a35e72172d55be633e10006713663cca46.png,Asia Pacific|AWS Community Hero|Meetup Organizer|Blogger|Technical Author|2019,-31.9558933,115.8605855,,
Nick Triantafillou,"New South Wales, Australia",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/nick-triantafillou/?did=dh_card&trk=dh_card,Hero since 2023,"Nick is a Cloud Engineer, Educator, User Group founder, and Christmas Light enthusiast ...",https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/NicolasT_100.805eab7a76bb2db5ecd0b9835bf5ef8bfafce93b.png,Asia Pacific|AWS Community Hero|2023|Australia|2023|Blogger|apac,-31.8759835,147.2869493,Next up,
Nilesh Vaghela,"Ahmedabad, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/nilesh-vaghela/?did=dh_card&trk=dh_card,Hero since 2017,"Nilesh is the founder of ElectroMech Corporation, an AWS Cloud and open source focused...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/nileshv-headshotcircle-100px.84648b4605d571bdd44c1e327b75164fb7a8a32d.png,Asia Pacific|Trainer / Educator|AWS Community Hero|Conference Speaker|Meetup Organizer|2017|Open Source Contributor,23.0215374,72.5800568,Next up,
Niv Yungelson,"Tel Aviv, Israel",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/niv-yungelson/?did=dh_card&trk=dh_card,Hero since 2022,"Niv works at Melio where she was the first DevOps engineer at the company, and is now…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/niv-yungelson.e19bcbe45b15119b362453c6e559f59896ce10bc.png,"Trainer / Educator|Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|2022|Meetup Organizer",32.0852997,34.7818064,,
Noah Gift,"Raleigh-Durham, USA",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/noah-gift/?did=dh_card&trk=dh_card,Hero since 2020,"Noah Gift is the founder of Pragmatic A.I. Labs, and you can find out more about hiim at…...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/Noah%20Gift-100.387fd84fb07096265f4e4a806d696a02e8709868.png,Trainer / Educator|Americas|2020|AWS Machine Learning Hero|Conference Speaker|North America|Technical Author|Blogger|Open Source Contributor,35.8803614,-78.7872382,,
Olalekan Elesin,"Berlin, Germany",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/olalekan-elesin/?did=dh_card&trk=dh_card,Hero since 2020,Olalekan Elesin is an engineer at heart. He has a strong technical background with an obsession…...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/olalekan-elesin.7c376347712123267371462c11ce5e9273f92aa5.png,"Europe, Middle East, & Africa|2020|AWS Machine Learning Hero|Conference Speaker|Open Source Contributor|Blogger",52.510885,13.3989367,,
Onur Salk,"London, United Kingdom",AWS Community Hero,https://www.linkedin.com/in/onursalk/,Hero from 2015 - 2022,No description...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/onurs-headshotcircle-100px.28acbf57ec6f12ae23a682abbd58dc1d678cb06d.png,"Trainer / Educator|Europe, Middle East, & Africa|AWS Community Hero|alumni-hero|Meetup Organizer|Technical Author|Blogger",51.4893335,-0.1440551,,
Or Hiltch,"Tel Aviv, Israel",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/or-hiltch/?did=dh_card&trk=dh_card,Hero since 2019,"Or Hiltch is VP of Engineering at JLL Technologies, a Fortune 500, global commercial...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/or-hiltch-circular-headshot.aa8d284efc4fd9d384fb6a47bab23b6b81033cb9.png,"Europe, Middle East, & Africa|AWS Machine Learning Hero|Blogger|Technical Author|Open Source Contributor|2019",32.0852997,34.7818064,,
Paloma Lataliza,"Belo Horizonte, Brazil",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/paloma-lataliza/?did=dh_card&trk=dh_card,Hero since 2024,Paloma is a Cloud Engineer with a bachelor&#39;s degree in Computer Science and a specialization in Cloud Computing...,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/Paloma-100.2ba9577e6580f5f3dfdb8bd137041c41378c2a3a.png,Americas|americas|Meetup Organizer|Trainer / Educator|2024|Technical Author|2024|latam|AWS Community Hero|Latin America|Conference Speaker|Brazil,-19.9227318,-43.9450948,,
Pamela Gotti,"Milan, Italy",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/pamela-gotti/?did=dh_card&trk=dh_card,Hero since 2021,"Pamela is Chief Technology Officer at Credimi, where she brings together finance and technology…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/pamela-gotti.44824b0a32099e2801aef0965dbeba671a5ab3ea.png,"Europe, Middle East, & Africa|AWS Community Hero|Trainer / Educator|Conference Speaker|2021|Open Source Contributor",45.4641943,9.1896346,,
Paolo Latella,"Rome, Italy",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/paolo-latella/?did=dh_card&trk=dh_card,Hero since 2015,Paolo has more than 15 years of experience in IT and has worked on AWS technologies since...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/paolol-headshotcircle-100px.6f4bd1b86c5070f3ebe9acc0bfe1c264fcd57410.png,"Europe, Middle East, & Africa|AWS Community Hero|Trainer / Educator|Conference Speaker|Meetup Organizer|Blogger|2015|Technical Author",41.8933203,12.4829321,,
Partha Balasubramanian,"Chennai, India",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/parthasarathi-balasubramanian/?did=dh_card&trk=dh_card,Hero since 2020,"Partha Balasubramanian is a Cloud Solution Architect at 8K Miles, helping large Fortune 500...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/partha-balasubramanian.9a99f6e256cfa26276ed9bb11aee843e52cf0ad7.png,Asia Pacific|2020|AWS Community Hero|Conference Speaker|Meetup Organizer,13.0836939,80.270186,,
Pascal Martin,"Lyon, France",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/pascal-martin/?did=dh_card&trk=dh_card,Hero since 2020,"Pascal Martin is DevOps Lead at Bedrock, where he has helped move an entire video streaming...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/pascal-martin.bc88a53fa4dc8d03163554654d30f38e8ba8644c.png,"Europe, Middle East, & Africa|2020|Conference Speaker|AWS Container Hero|Blogger|Technical Author",45.7578137,4.8320114,,
Pavlos Mitsoulis,"London, United Kingdom",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/pavlos-mitsoulis?did=dh_card&trk=dh_card,Hero since 2019,Pavlos Mitsoulis has 10 years of Machine Learning and Software Engineering experience...,https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/pavlosm-headshotcircle-100px.5796010ec1d18e9358067ac9d787365aedf9e9e9.png,"Europe, Middle East, & Africa|AWS Machine Learning Hero|Meetup Organizer|2019|Blogger|Technical Author",51.4893335,-0.1440551,,
Paweł Zubkiewicz,"Wroclaw, Poland",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/pawel-zubkiewicz/?did=dh_card&trk=dh_card,Hero since 2022,"Since his first encounters with AWS cloud in 2016, Paweł has been fascinated by serverless solutions...",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/pawe%c5%82_zubkiewicz-modified.79bfbe98c1d0ff041035aa52231e11602204800b.png,"Trainer / Educator|Europe, Middle East, & Africa|AWS Serverless Hero|2022|Blogger|Technical Author",51.1089776,17.0326689,Next up,
Peter Sankauskas,"Silicon Valley, USA",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/peter-sankauskas/?did=dh_card&trk=dh_card,Hero since 2014,Peter Sankauskas is the Founder and CEO of Ensorcell. Ensorcell is a next-generation spreadsheet - one that understands the context of what you are working...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/petersankauskas-headshotcircle-100px.6f466ac23c07b18b27cf722be12682d39ad36afd.png,Americas|AWS Community Hero|Conference Speaker|2014|North America|Open Source Contributor|Blogger,37.4429964,-122.1545229,,
Peter Sbarski,"Melbourne, Australia",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/peter-sbarski/?did=dh_card&trk=dh_card,Hero since 2018,"Peter is VP of Engineering at A Cloud Guru and organizer of Serverlessconf, the world's...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/peters-headshotcircle-100px.0dfc21a822f9f8642b2f71fa34d215d3178bbf6b.png,Asia Pacific|Trainer / Educator|Conference Speaker|AWS Serverless Hero|Meetup Organizer|Blogger|2018,-37.8142454,144.9631732,,
Philipp Garbe,"Munich, Germany",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/philipp-garbe/?did=dh_card&trk=dh_card,Hero since 2018,Philipp works as a Lead Platform Engineer at Personio in Munich. As part of the…...,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/Philipp%20Garbe-modified.33cecea45a079146e6467872a4886f41d3653e7f.png,"Europe, Middle East, & Africa|Conference Speaker|AWS Container Hero|2018|Blogger|Technical Author",48.1371079,11.5753822,Next up,
Prashanth HN,"Bengaluru, India",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/prashanth-hn/?did=dh_card&trk=dh_card,Hero since 2019,Prashanth is the Co-Founder & CTO at AntStack.io and one of the community leaders of the...,https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/prashanthhn-headshotcircle-100px.70fe28688278c94f3aacc629b82db95476658f54.png,Asia Pacific|AWS Serverless Hero|Conference Speaker|Meetup Organizer|2019|Blogger,12.9881567,77.6226,Next up,
Rafał Mituła,"Warsaw, Poland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/rafal-mitula/?did=dh_card&trk=dh_card,Hero since 2024,Rafał is a Cloud Data Engineer and Architect within the Data   AI division at Chaos Gears...,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/rafal%20100.862bbd3161517bf9121c1f581f619d36ffee8e51.png,"AWS Community Hero|Europe, Middle East, & Africa|Conference Speaker|Meetup Organizer|2024|Blogger|emea|2024",52.2337172,21.0714322,,
Ran Isenberg,"Kfar Saba, Israel",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/ran-isenberg/?did=dh_card&trk=dh_card,Hero since 2023,"Ran Isenberg is an AWS Serverless Hero, a Principal Software Architect at CyberArk, and a consultant specializing in Platform Engineering ...",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/ran_isenberg-modified.248c17279b35467cf44547f27d46fc55ea0389e0.png,"Europe, Middle East, & Africa|2023|Israel|Conference Speaker|Open Source|AWS Serverless Hero|Meetup Organizer|emea|Serverless|Serverless|Open Source Contributor",32.1773471,34.907459,Next up,
Ran Ribenzaft,"Tel Aviv, Israel",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/ran-ribenzaft/?did=dh_card&trk=dh_card,Hero since 2019,"Ran Ribenzaft is the Chief Technology Officer at Epsagon, an AWS Advanced Technology Partner that...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/ranribenzaft-headshotcircle-100px.b82d46cedcab4ad5eb41b567f857b9d6e40480b4.png,"Europe, Middle East, & Africa|AWS Serverless Hero|Conference Speaker|Meetup Organizer|2019|Blogger",32.0852997,34.7818064,,
Raphael Quisumbing,"Manila, Philippines",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/raphael-francis/?did=dh_card&trk=dh_card,Hero since 2015,"Raphael is a proud Cebuano Technopreneur. Raphael is presently the Head of Product for Broadcast of Media:Track,...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/rafaelf-headshotcircle-100px.614dfd5b828a23850656b4d41f1aa9f5197c17c2.png,AWS Community Hero|Asia Pacific|Trainer / Educator|Conference Speaker|Meetup Organizer|2015,14.5904492,120.9803621,,
Ray Lin,"Taipei, Taiwan",AWS Security Hero,https://aws.amazon.com/developer/community/heroes/ray-lin/?did=dh_card&trk=dh_card,Hero since 2023,"Ray Lin (Chia-Wei Lin), an AWS and Security Consultant at iFUS System Consultants Ltd., excels in building teams from scratch...",https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/secuirty/Ray%20Lin-100.b5df7cce743792141ef24879225bd0e7efb7899c.png,2023|AWS Security Hero|Asia Pacific|2023|Taiwan|Open Source Contributor|Technical Author,25.0375198,121.5636796,,
Rehan van der Merwe,"Pretoria, South Africa",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/rehan-van-der-merwe/?did=dh_card&trk=dh_card,Hero since 2020,"Rehan is a developer, architect, and AWS junkie at heart, while consuming an unhealthy amount of coffee, he focuses on serverless and all that AWS has to offer....",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/rehan-van-der-merwe%20100.6c76c1ef48dce0834d7b9b0cca19748b9d850fb2.png,"2020|Europe, Middle East, & Africa|AWS Community Hero|Conference Speaker|Meetup Organizer|Open Source Contributor|Blogger",-25.7459277,28.1879101,,
Renato Losio,"Berlin, Germany",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/renato-losio/?did=dh_card&trk=dh_card,Hero since 2020,"Renato has extensive experience as a cloud architect, tech lead, and cloud services specialist...",https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/nov/Renato%20Losio-100.92679385c25107393146ab2ed4a6d2f1b5bf154e.png,"Europe, Middle East, & Africa|2020|AWS Data Hero|Blogger|Technical Author",52.510885,13.3989367,,
Richard Fan,Hong Kong,AWS Security Hero,https://aws.amazon.com/developer/community/heroes/richard-fan/?did=dh_card&trk=dh_card,Hero since 2023,"Richard is a Security Engineer at ExpressVPN. He is dedicated to helping people easily adopt AWS, and ...",https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/nov/Richard-fan-100.0f770d5298d5db44ba710badf8cf55d5c089ea7d.png,Asia Pacific|2023|AWS Security Hero|Conference Speaker|Hong Kong|Asia Pacific (Hong Kong)|2023|Blogger,22.350627,114.1849161,Next up,
Rick Hwang,"Taipei City, Taiwan",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/rick-hwang/?did=dh_card&trk=dh_card,Hero since 2021,Rick is a cloud and infrastructure architect at 91APP in Taiwan. He started his AWS journey…...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/rick-hwang.9ba43d273e6bdca3850ece54f8ccc7cbacd731d9.png,Asia Pacific|AWS Community Hero|Conference Speaker|2021|Blogger|Technical Author,25.0384808,121.562009,,
Rob Koch,"Seattle, USA",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/robert-koch/?did=dh_card&trk=dh_card,Hero since 2019,A tech enthusiast who thrives on steering projects from their initial spark to successful fruition...,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/nov/Rob%20Koch%20100.1c66c678676a00190e91b606c5229ac56a120289.png,Americas|North America|2019|AWS Data Hero|Blogger|Technical Author,47.6038321,-122.330062,Next up,
Rolf Koski,"Tampere, Finland",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/rolf-koski/?did=dh_card&trk=dh_card,Hero since 2019,"Rolf works at Knowit, which is an AWS Premier Partner from the Nordics headquartered in Sweden. ...",https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/rolfkoski-headshotcircle-100px.3d148e0d034b16390e8071be1d4840855810ec34.png,"Europe, Middle East, & Africa|AWS Community Hero|Meetup Organizer|2019|Blogger|Technical Author",61.4980214,23.7603118,,
Rosius Ndimofor,"Douala, Cameroon",AWS Serverless Hero,https://aws.amazon.com/developer/community/heroes/rosius-ndimofor/?did=dh_card&trk=dh_card,Hero since 2021,"Rosius is a software engineer and creator of Educloud Academy, an EdTech platform built on AWS that...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/rosius-ndimofor.6559898ad5ab213106e34936490083d9023715ce.png,"Open Source Contributor|Meetup Organizer|Europe, Middle East, & Africa|Blogger|AWS Serverless Hero|2021|Technical Author|Trainer / Educator",4.0429389,9.7062018,,
Rossana Suarez,"Resistencia, Argentina",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/rossana-suarez/?did=dh_card&trk=dh_card,Hero since 2022,Rossana Suarez is a DevOps consultant and trainer. She started the  295devops  channel to share her expertise ...,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/rossana_suarez-modified.3238f71160f7e6a189ba4e9c26bc59b7ab036a73.png,Trainer / Educator|Conference Speaker|2022|AWS Container Hero|Latin America|Open Source Contributor,-27.4408468,-58.9778636,,
Ruofei Ma,"Beijing, China",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/ruofei-ma/?did=dh_card&trk=dh_card,Hero since 2020,"Ruofei Ma works as a principal software engineer for FreeWheel Inc, where he focuses…...",https://d1.awsstatic.com/Developer%20Marketing/developer-center/roufei-ma.1e0a32c9e0aecf6530365b1a32a3f883fa1ab6ae.png,Asia Pacific|2020|Conference Speaker|AWS Container Hero|Blogger|Open Source Contributor,40.190632,116.412144,,
Rustem Feyzkhanov,"San Jose, USA",AWS Machine Learning Hero,https://aws.amazon.com/developer/community/heroes/rustem-feyzkhanov/?did=dh_card&trk=dh_card,Hero since 2020,Rustem Feyzkhanov is a Staff Machine Learning Engineer at Instrumental...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/rustem-feyzkhanov.b820892f2f2800789da7677fdb54cccd37de507d.png,Trainer / Educator|2020|Americas|AWS Machine Learning Hero|North America|Open Source Contributor|Technical Author|Blogger,37.3361663,-121.890591,,
Sabiha Ali,"Dubai, United Arab Emirates",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/sabiha-ali/?did=dh_card&trk=dh_card,Hero since 2023,"Sabiha Ali is a Solutions Architect at ScaleCapacity. She specializes in Amazon Connect, Architecting ...",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/sabiha_ali_headshot-modified.3db8c6f3fe205d175344863f835f7af6687481a6.png,"Europe, Middle East, & Africa|AWS Community Hero|2023|Middle East (UAE)|Conference Speaker|United Arab Emirates|emea",25.2277355,55.1749996,,
Sanchit Jain,"Mumbai, India",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/sanchit-jain/?did=dh_card&trk=dh_card,Hero since 2022,Sanchit Jain is the Data Analytics   Cloud Practice Lead at Quantiphi Inc. and a certified expert specializing...,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/oct-2023/sachit-jain-100.3480a4a2cb41a761dabd79226b4ed977be3985a0.png,Asia Pacific|Trainer / Educator|Conference Speaker|2022|Meetup Organizer|AWS Data Hero|Technical Author|Blogger,19.054999,72.8692035,,
Sandip Das,"Kolkata, India",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/sandip-das/?did=dh_card&trk=dh_card,Hero since 2020,Sandip Das works as a Sr. Cloud Solutions Architect & DevOps Engineer for Gryphon Online Safety...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/sandip-das.9463ca3d8127c18eac95272c3708a0dc216d45b2.png,Asia Pacific|2020|Conference Speaker|AWS Container Hero|Blogger|Technical Author,22.5726459,88.3638953,,
SangUk Park,"Seoul, Korea",AWS Community Hero,https://aws.amazon.com/developer/community/heroes/sanguk-park/?did=dh_card&trk=dh_card,Hero since 2016,"SangUk is a Chief Solutions Architect at Megazone, which became Korea's first AWS Partner...",https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/SangUk_Park-100X100.3f58ffb98b98344bb158a2f350cb6a995fc55b68.png,Trainer / Educator|Asia Pacific|AWS Community Hero|2016|Meetup Organizer,37.5666791,126.9782914,,
Sathyajith Bhat,"Sydney, Australia",AWS Container Hero,https://aws.amazon.com/developer/community/heroes/sathyajith-bhat/?did=dh_card&trk=dh_card,Hero since 2018,Sathyajith Bhat is an experienced Site Reliability Engineer (SRE) with over 15 years of ...,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/sathya-modified.a16a0b0d309472a96645ff87fefbcd9448f00d3d.png,Trainer / Educator|Containers|Asia Pacific|Conference Speaker|AWS Container Hero|Meetup Organizer|apac|Open Source Contributor|Technical Author|Blogger|2018,-33.8698439,151.2082848,,
Satoshi Yokota,"Tokyo, Japan",AWS Community Hero,https://www.linkedin.com/in/satoshi7,Hero from 2014 to 2022,No description...,https://d1.awsstatic.com/Developer%20Marketing/developer-center/satoshiy-headshotcircle-100px.d6d999cf04a3c16c75e5da7f0173082473bcb342.png,AWS Community Hero|Asia Pacific|alumni-hero|Blogger,35.6768601,139.7638947,,
Scott Hsieh,"New Taipei City, Taiwan",AWS Data Hero,https://aws.amazon.com/developer/community/heroes/scott-hsieh/?did=dh_card&trk=dh_card,Hero since 2022,"Scott Hsieh, also known as Shu-Jeng Hsieh, is a Lead Data Architect at 104 Corporation where he promotes, plans, and implements a lakehouse paradigm into 104 Corp...",https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/scott-hsieh-100.eba57fd877c6fac57b858c3fed45df34feba7d76.png,Asia Pacific|Trainer / Educator|2022|Blogger|AWS Data Hero|Technical Author,25.0267902,121.4710784,,
